timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1702771355067,241,Get Characters,200,OK,HW Group 1-191,text,true,,318,159,372,372,http://localhost:3001/characters,241,0,3
1702771355321,61,Get Character,200,OK,HW Group 1-191,text,true,,257,160,430,430,http://localhost:3001/character/1,61,0,0
1702771355194,233,Get Characters,200,OK,HW Group 1-340,text,true,,318,159,435,435,http://localhost:3001/characters,233,0,1
1702771355188,240,Get Characters,200,OK,HW Group 1-253,text,true,,318,159,435,435,http://localhost:3001/characters,240,0,0
1702771355211,217,Get Characters,200,OK,HW Group 1-351,text,true,,318,159,435,435,http://localhost:3001/characters,217,0,0
1702771355212,216,Get Characters,200,OK,HW Group 1-352,text,true,,318,159,435,435,http://localhost:3001/characters,216,0,1
1702771355204,224,Get Characters,200,OK,HW Group 1-265,text,true,,318,159,435,435,http://localhost:3001/characters,224,0,0
1702771355216,212,Get Characters,200,OK,HW Group 1-275,text,true,,318,159,435,435,http://localhost:3001/characters,212,0,1
1702771355190,238,Get Characters,200,OK,HW Group 1-252,text,true,,318,159,435,435,http://localhost:3001/characters,238,0,0
1702771355201,227,Get Characters,200,OK,HW Group 1-258,text,true,,318,159,435,435,http://localhost:3001/characters,227,0,1
1702771355186,243,Get Characters,200,OK,HW Group 1-251,text,true,,318,159,435,435,http://localhost:3001/characters,243,0,1
1702771355209,220,Get Characters,200,OK,HW Group 1-350,text,true,,318,159,435,435,http://localhost:3001/characters,220,0,1
1702771355201,228,Get Characters,200,OK,HW Group 1-345,text,true,,318,159,435,435,http://localhost:3001/characters,228,0,1
1702771355215,214,Get Characters,200,OK,HW Group 1-215,text,true,,318,159,435,435,http://localhost:3001/characters,214,0,1
1702771355207,222,Get Characters,200,OK,HW Group 1-269,text,true,,318,159,435,435,http://localhost:3001/characters,222,0,1
1702771355186,244,Get Characters,200,OK,HW Group 1-332,text,true,,318,159,435,435,http://localhost:3001/characters,243,0,1
1702771355200,230,Get Characters,200,OK,HW Group 1-257,text,true,,318,159,435,435,http://localhost:3001/characters,230,0,1
1702771355215,215,Get Characters,200,OK,HW Group 1-358,text,true,,318,159,435,435,http://localhost:3001/characters,215,0,0
1702771355207,223,Get Characters,200,OK,HW Group 1-263,text,true,,318,159,435,435,http://localhost:3001/characters,223,0,0
1702771355205,225,Get Characters,200,OK,HW Group 1-346,text,true,,318,159,435,435,http://localhost:3001/characters,225,0,0
1702771355216,215,Get Characters,200,OK,HW Group 1-270,text,true,,318,159,435,435,http://localhost:3001/characters,215,0,1
1702771355206,225,Get Characters,200,OK,HW Group 1-264,text,true,,318,159,435,435,http://localhost:3001/characters,225,0,0
1702771355214,217,Get Characters,200,OK,HW Group 1-356,text,true,,318,159,435,435,http://localhost:3001/characters,217,0,0
1702771355200,231,Get Characters,200,OK,HW Group 1-344,text,true,,318,159,435,435,http://localhost:3001/characters,231,0,1
1702771355194,237,Get Characters,200,OK,HW Group 1-339,text,true,,318,159,435,435,http://localhost:3001/characters,237,0,1
1702771355428,3,Get Character,200,OK,HW Group 1-265,text,true,,257,160,435,435,http://localhost:3001/character/1,3,0,0
1702771355428,3,Get Character,200,OK,HW Group 1-275,text,true,,257,160,435,435,http://localhost:3001/character/1,3,0,0
1702771355183,249,Get Characters,200,OK,HW Group 1-328,text,true,,318,159,435,435,http://localhost:3001/characters,249,0,2
1702771355182,250,Get Characters,200,OK,HW Group 1-246,text,true,,318,159,435,435,http://localhost:3001/characters,250,0,0
1702771355182,250,Get Characters,200,OK,HW Group 1-247,text,true,,318,159,435,435,http://localhost:3001/characters,250,0,0
1702771355217,215,Get Characters,200,OK,HW Group 1-271,text,true,,318,159,435,435,http://localhost:3001/characters,215,0,1
1702771355428,4,Get Character,200,OK,HW Group 1-351,text,true,,257,160,435,435,http://localhost:3001/character/1,4,0,0
